NAME,DATE,REVIEW_BODY,PROFILE_PIC,RATINGS_ID
Parker Stafford,November 2008, I came here for my honemoon. Why didn't I find this place sooner? It was quite a drive from the airport. The view form the back porch was to die for. This place is awesome! We had so much fun! You can tell the owner really likes bears. My partner and I always wanted to visit. The town was very cute. NO INDOOR PLUMBING!! The owner wouldn't let me bring my pet bear. BEST TRIP EVER!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,62
Mitch McDermott,January 2012, The owner has the best style. My partner and I always wanted to visit. You can tell the owner really likes bears. And I would do it again! It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,62
Fabian Yee,March 2016, The place smelled very bad! This place is awesome! BE WARNED! It was quite a drive from the airport. We had so much fun! The view form the back porch was to die for. I wish I could have stayed longer. Very much worth it.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3970387.jpeg,62
John Kelly,May 2012, It was quite a drive from the airport. Very much worth it. You can tell the owner really likes bears. We had so much fun! BEST TRIP EVER! This place is awesome!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,62
Ben Rasmussen,June 2016, BE WARNED! BEST TRIP EVER! You can tell the owner really likes bears. It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,62
Brandon Elzy,August 2018, The view form the back porch was to die for. And I would do it again! My partner and I always wanted to visit. But seriously tell all your friends! The place smelled very bad! The owner has the best style. You can tell the owner really likes bears. BE WARNED! The town was very cute. Very much worth it. I do not regret anything!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3770317.jpeg,62
Joe Buono,September 2019, We had so much fun! BE WARNED! And I would do it again! Why didn't I find this place sooner? The torcher chamber was a bit too much. BEST TRIP EVER! The place smelled very bad! The view form the back porch was to die for. I want my money back. It was quite a drive from the airport. My partner and I always wanted to visit. You can tell the owner really likes bears. I came here for my honemoon. The owner has the best style. But seriously tell all your friends!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,62
Leah Cardon,May 2019, I came here for my honemoon. But the owner was cool. The view form the back porch was to die for. This place is awesome! NO INDOOR PLUMBING!! The town was very cute. I want my money back. We had so much fun! Very much worth it. And I would do it again! I wish I could have stayed longer. The place smelled very bad! You can tell the owner really likes bears. I do not regret anything! The torcher chamber was a bit too much. The owner has the best style. The owner wouldn't let me bring my pet bear. BE WARNED! But seriously tell all your friends!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3851312.jpeg,62
Frans Larson,August 2008, The place smelled very bad! I came here for my honemoon. We had so much fun! The view form the back porch was to die for. This place is awesome! BE WARNED! Why didn't I find this place sooner? The torcher chamber was a bit too much. I do not regret anything! The town was very cute. But seriously tell all your friends! It was quite a drive from the airport. But the owner was cool. NO INDOOR PLUMBING!! The owner has the best style.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,62
Mukhtar Bahadory,July 2020, The owner has the best style. The place smelled very bad! The town was very cute.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-415829.jpeg,62
Genaro Salinas,March 2017, It was quite a drive from the airport. I do not regret anything! BEST TRIP EVER! The owner has the best style. We had so much fun! I came here for my honemoon. But the owner was cool. I want my money back. And I would do it again! BE WARNED! I wish I could have stayed longer. The place smelled very bad! The town was very cute. NO INDOOR PLUMBING!! The torcher chamber was a bit too much. You can tell the owner really likes bears. But seriously tell all your friends! The owner wouldn't let me bring my pet bear. Why didn't I find this place sooner?,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,63
Mitch McDermott,August 2019, My partner and I always wanted to visit. Why didn't I find this place sooner? You can tell the owner really likes bears. BEST TRIP EVER!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1484810.jpeg,63
Joe Wnukoski,December 2017, But the owner was cool. NO INDOOR PLUMBING!! You can tell the owner really likes bears. BE WARNED! And I would do it again! Why didn't I find this place sooner? But seriously tell all your friends! I wish I could have stayed longer. I do not regret anything! The town was very cute. My partner and I always wanted to visit.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,63
Michael Chen,August 2015, The place smelled very bad! And I would do it again! But the owner was cool. Very much worth it. The torcher chamber was a bit too much. I do not regret anything! I want my money back. The owner wouldn't let me bring my pet bear. BE WARNED! The view form the back porch was to die for. BEST TRIP EVER! This place is awesome! Why didn't I find this place sooner? I wish I could have stayed longer. But seriously tell all your friends!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,63
Connor Wilson,December 2017, But seriously tell all your friends! BEST TRIP EVER! It was quite a drive from the airport. You can tell the owner really likes bears. My partner and I always wanted to visit. Very much worth it. The owner wouldn't let me bring my pet bear. I do not regret anything! BE WARNED! I wish I could have stayed longer. NO INDOOR PLUMBING!! And I would do it again! The view form the back porch was to die for. The town was very cute.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3770317.jpeg,63
Leah Cardon,March 2018, The owner wouldn't let me bring my pet bear. I do not regret anything! The owner has the best style. The town was very cute. Very much worth it.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4626351.jpeg,63
Joe Buono,August 2015, This place is awesome! And I would do it again! I want my money back. Very much worth it. Why didn't I find this place sooner? But the owner was cool. BE WARNED! NO INDOOR PLUMBING!! We had so much fun! I do not regret anything! It was quite a drive from the airport. You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,63
Daniel Lee,July 2018, The owner has the best style. Very much worth it. My partner and I always wanted to visit. BEST TRIP EVER! I came here for my honemoon. BE WARNED! The town was very cute. The place smelled very bad! It was quite a drive from the airport. Why didn't I find this place sooner? NO INDOOR PLUMBING!! This place is awesome! The torcher chamber was a bit too much. You can tell the owner really likes bears. We had so much fun!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3851312.jpeg,63
Connor Wilson,May 2018, This place is awesome! But the owner was cool. NO INDOOR PLUMBING!! The torcher chamber was a bit too much. BEST TRIP EVER! The town was very cute. Why didn't I find this place sooner? And I would do it again! We had so much fun! The owner has the best style. But seriously tell all your friends! I do not regret anything! Very much worth it. BE WARNED! You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,64
Michael Chen,February 2014, The place smelled very bad! I came here for my honemoon. The torcher chamber was a bit too much. BE WARNED! But seriously tell all your friends! I wish I could have stayed longer. My partner and I always wanted to visit. Why didn't I find this place sooner? The town was very cute. I do not regret anything! This place is awesome! Very much worth it. The owner has the best style. I want my money back. We had so much fun! And I would do it again! NO INDOOR PLUMBING!! BEST TRIP EVER! It was quite a drive from the airport. The owner wouldn't let me bring my pet bear. You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,64
Alex Sandoval,December 2014, The owner wouldn't let me bring my pet bear. BE WARNED! Why didn't I find this place sooner? And I would do it again! But the owner was cool. The town was very cute. My partner and I always wanted to visit. The owner has the best style. I wish I could have stayed longer. BEST TRIP EVER! NO INDOOR PLUMBING!!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-415829.jpeg,64
Jeremy England,December 2016, This place is awesome! The view form the back porch was to die for. I do not regret anything! I came here for my honemoon. We had so much fun! BE WARNED! And I would do it again! NO INDOOR PLUMBING!! The torcher chamber was a bit too much. My partner and I always wanted to visit. BEST TRIP EVER! Very much worth it. I want my money back. The place smelled very bad! But seriously tell all your friends! The owner wouldn't let me bring my pet bear. You can tell the owner really likes bears. The owner has the best style. It was quite a drive from the airport. I wish I could have stayed longer.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,64
Derek Warner-Reyes,October 2016, My partner and I always wanted to visit. I do not regret anything! I came here for my honemoon. The owner has the best style. NO INDOOR PLUMBING!! The town was very cute. I want my money back. I wish I could have stayed longer. But the owner was cool. The view form the back porch was to die for. And I would do it again! BE WARNED! The torcher chamber was a bit too much. The owner wouldn't let me bring my pet bear. Very much worth it. You can tell the owner really likes bears. Why didn't I find this place sooner? It was quite a drive from the airport. BEST TRIP EVER!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3770317.jpeg,64
Nick Mendini,February 2020, BEST TRIP EVER! I do not regret anything! The town was very cute. The owner has the best style. The owner wouldn't let me bring my pet bear. It was quite a drive from the airport. My partner and I always wanted to visit. The place smelled very bad! But seriously tell all your friends! The view form the back porch was to die for. I came here for my honemoon. You can tell the owner really likes bears. And I would do it again! BE WARNED! I wish I could have stayed longer. The torcher chamber was a bit too much.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3970387.jpeg,64
Frans Larson,November 2017, This place is awesome!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4626351.jpeg,64
David Kim,September 2015, BEST TRIP EVER! My partner and I always wanted to visit. I want my money back. BE WARNED! The owner has the best style. NO INDOOR PLUMBING!! The view form the back porch was to die for. The town was very cute. It was quite a drive from the airport. This place is awesome! I came here for my honemoon. We had so much fun! But the owner was cool. Very much worth it. And I would do it again! Why didn't I find this place sooner? I do not regret anything! But seriously tell all your friends!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,64
Fabian Yee,July 2020, The owner has the best style. BE WARNED! The place smelled very bad! It was quite a drive from the airport. NO INDOOR PLUMBING!! I want my money back. The town was very cute. This place is awesome! I do not regret anything! Very much worth it.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,64
John Anderton,November 2016, The town was very cute. Why didn't I find this place sooner? Very much worth it. I came here for my honemoon. BE WARNED! I want my money back. You can tell the owner really likes bears. I do not regret anything! I wish I could have stayed longer. The place smelled very bad! But the owner was cool. The owner has the best style. And I would do it again! This place is awesome! The view form the back porch was to die for. My partner and I always wanted to visit. But seriously tell all your friends! The owner wouldn't let me bring my pet bear. BEST TRIP EVER! We had so much fun! It was quite a drive from the airport. NO INDOOR PLUMBING!!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3851312.jpeg,64
Joe Wnukoski,October 2008, I wish I could have stayed longer. I do not regret anything!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,64
Deb Johnson,October 2012, The owner has the best style. But the owner was cool. The view form the back porch was to die for. Very much worth it. The place smelled very bad! I do not regret anything! BEST TRIP EVER! I want my money back. The owner wouldn't let me bring my pet bear. We had so much fun! But seriously tell all your friends! The town was very cute. And I would do it again! I wish I could have stayed longer. Why didn't I find this place sooner? You can tell the owner really likes bears. This place is awesome! BE WARNED! It was quite a drive from the airport. NO INDOOR PLUMBING!! The torcher chamber was a bit too much. I came here for my honemoon.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-5853675.jpeg,64
Rebecca Wiegel,December 2013, I want my money back. My partner and I always wanted to visit. BE WARNED!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,64
Alex Sandoval,April 2015, This place is awesome! The torcher chamber was a bit too much. NO INDOOR PLUMBING!! BE WARNED! Why didn't I find this place sooner? But the owner was cool. I do not regret anything! Very much worth it. The owner has the best style. I came here for my honemoon. I wish I could have stayed longer. You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3851312.jpeg,65
Joe Wnukoski,November 2008, I came here for my honemoon. I do not regret anything! Why didn't I find this place sooner? The owner has the best style. The town was very cute. The view form the back porch was to die for. The place smelled very bad! You can tell the owner really likes bears. Very much worth it. And I would do it again! NO INDOOR PLUMBING!! BEST TRIP EVER! But the owner was cool. BE WARNED! I want my money back. It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1310522.jpeg,65
Seth Lassen,September 2012, I came here for my honemoon. I do not regret anything! The place smelled very bad! Why didn't I find this place sooner? The torcher chamber was a bit too much. This place is awesome! But seriously tell all your friends! The owner has the best style. You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4626351.jpeg,65
Sam Goldie,June 2016, BEST TRIP EVER! And I would do it again! The owner wouldn't let me bring my pet bear. The view form the back porch was to die for. I want my money back. But the owner was cool. I do not regret anything! The torcher chamber was a bit too much. Why didn't I find this place sooner? This place is awesome! The town was very cute. The place smelled very bad! I wish I could have stayed longer.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,65
Brandon Elzy,August 2015, The place smelled very bad! But seriously tell all your friends! And I would do it again! The town was very cute. NO INDOOR PLUMBING!!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-2726111.jpeg,65
Alysa Shin,June 2017, The town was very cute. But the owner was cool. Very much worth it. And I would do it again! But seriously tell all your friends! The owner wouldn't let me bring my pet bear. I came here for my honemoon. This place is awesome! I want my money back. Why didn't I find this place sooner? The place smelled very bad! The view form the back porch was to die for. The torcher chamber was a bit too much. You can tell the owner really likes bears. BE WARNED! The owner has the best style. I do not regret anything! BEST TRIP EVER! We had so much fun! My partner and I always wanted to visit. It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,65
Alysa Shin,April 2009, BE WARNED! Very much worth it. BEST TRIP EVER! The place smelled very bad! The owner has the best style. But the owner was cool. The owner wouldn't let me bring my pet bear. The torcher chamber was a bit too much. We had so much fun! Why didn't I find this place sooner? I do not regret anything! But seriously tell all your friends! My partner and I always wanted to visit. I want my money back. NO INDOOR PLUMBING!! You can tell the owner really likes bears. This place is awesome! It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,66
John Kelly,January 2018, Very much worth it. Why didn't I find this place sooner? I do not regret anything! BE WARNED! You can tell the owner really likes bears. And I would do it again! The torcher chamber was a bit too much. The place smelled very bad! I came here for my honemoon. I want my money back. NO INDOOR PLUMBING!!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,66
Mitch McDermott,April 2017, The place smelled very bad! BE WARNED! The town was very cute. I do not regret anything! I came here for my honemoon. But seriously tell all your friends! You can tell the owner really likes bears. Why didn't I find this place sooner? The owner wouldn't let me bring my pet bear. It was quite a drive from the airport. Very much worth it. The view form the back porch was to die for. This place is awesome! I want my money back. I wish I could have stayed longer. BEST TRIP EVER! NO INDOOR PLUMBING!! But the owner was cool. My partner and I always wanted to visit.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-2726111.jpeg,66
Brandon Elzy,November 2020, I want my money back. My partner and I always wanted to visit. Why didn't I find this place sooner? But the owner was cool. I came here for my honemoon. I do not regret anything! It was quite a drive from the airport. The owner has the best style. NO INDOOR PLUMBING!! BEST TRIP EVER! We had so much fun! The torcher chamber was a bit too much. The owner wouldn't let me bring my pet bear. And I would do it again! The view form the back porch was to die for. You can tell the owner really likes bears. Very much worth it.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,66
Derek Warner-Reyes,March 2011, But the owner was cool. I want my money back. We had so much fun! The place smelled very bad! It was quite a drive from the airport. My partner and I always wanted to visit. I do not regret anything! I came here for my honemoon. The owner has the best style. I wish I could have stayed longer. BEST TRIP EVER!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,66
Rebecca Wiegel,January 2014, The owner has the best style. I want my money back. NO INDOOR PLUMBING!! I came here for my honemoon. We had so much fun! Very much worth it. My partner and I always wanted to visit. The town was very cute. You can tell the owner really likes bears. The place smelled very bad! I do not regret anything! This place is awesome!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4626351.jpeg,66
Tyler Bailey,February 2011, The owner wouldn't let me bring my pet bear. I do not regret anything! You can tell the owner really likes bears. Very much worth it. My partner and I always wanted to visit. BE WARNED! This place is awesome! BEST TRIP EVER! It was quite a drive from the airport. The owner has the best style. The town was very cute. I wish I could have stayed longer.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3851312.jpeg,66
David Kim,January 2017, But seriously tell all your friends! NO INDOOR PLUMBING!! I want my money back. The view form the back porch was to die for. But the owner was cool. BEST TRIP EVER! The place smelled very bad! Very much worth it. Why didn't I find this place sooner? The owner has the best style. We had so much fun! The town was very cute. The owner wouldn't let me bring my pet bear. I wish I could have stayed longer. You can tell the owner really likes bears. It was quite a drive from the airport. This place is awesome! The torcher chamber was a bit too much. My partner and I always wanted to visit.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,67
Derek Warner-Reyes,December 2020, I came here for my honemoon. My partner and I always wanted to visit. BEST TRIP EVER!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,67
Taylor Anderson,June 2017, It was quite a drive from the airport. The torcher chamber was a bit too much. Very much worth it. Why didn't I find this place sooner? The town was very cute. This place is awesome! The place smelled very bad! The owner wouldn't let me bring my pet bear. I want my money back. You can tell the owner really likes bears. And I would do it again! I do not regret anything! We had so much fun! But the owner was cool.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,67
Jeremy England,June 2018, BE WARNED! BEST TRIP EVER! But seriously tell all your friends! This place is awesome! The place smelled very bad! I want my money back. The torcher chamber was a bit too much. You can tell the owner really likes bears. I wish I could have stayed longer. And I would do it again! Why didn't I find this place sooner? I do not regret anything! We had so much fun! It was quite a drive from the airport. The owner has the best style. I came here for my honemoon. Very much worth it. NO INDOOR PLUMBING!! But the owner was cool. The view form the back porch was to die for. The owner wouldn't let me bring my pet bear. The town was very cute.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-415829.jpeg,67
Rebecca Wiegel,March 2011, This place is awesome! Why didn't I find this place sooner? I do not regret anything! The owner wouldn't let me bring my pet bear. It was quite a drive from the airport. NO INDOOR PLUMBING!! I wish I could have stayed longer. We had so much fun! I came here for my honemoon. But seriously tell all your friends! The torcher chamber was a bit too much. Very much worth it. BE WARNED! My partner and I always wanted to visit. The town was very cute. But the owner was cool.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1484810.jpeg,67
Henry Fradley,September 2010, And I would do it again! You can tell the owner really likes bears. I wish I could have stayed longer. We had so much fun! The owner wouldn't let me bring my pet bear. It was quite a drive from the airport. BE WARNED! My partner and I always wanted to visit. The owner has the best style. But seriously tell all your friends!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4626351.jpeg,67
Alex Sandoval,May 2018, This place is awesome! Why didn't I find this place sooner? The owner wouldn't let me bring my pet bear. My partner and I always wanted to visit. Very much worth it. BE WARNED! The town was very cute.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,67
Connor Wilson,August 2010, I do not regret anything!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3970387.jpeg,67
Genaro Salinas,September 2014, My partner and I always wanted to visit. The place smelled very bad! But the owner was cool. NO INDOOR PLUMBING!! The owner wouldn't let me bring my pet bear. And I would do it again! The torcher chamber was a bit too much. But seriously tell all your friends! I do not regret anything! The view form the back porch was to die for. I wish I could have stayed longer. The owner has the best style. This place is awesome!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3770317.jpeg,67
Dylan Ring,August 2009, The owner wouldn't let me bring my pet bear. I came here for my honemoon. The town was very cute. And I would do it again! It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,67
Tre' Moore,September 2019, This place is awesome! I want my money back. I came here for my honemoon. Very much worth it. The owner wouldn't let me bring my pet bear. You can tell the owner really likes bears. But the owner was cool. BEST TRIP EVER!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-2726111.jpeg,67
Michael Chen,October 2015, But the owner was cool. The owner has the best style. This place is awesome! The view form the back porch was to die for. BE WARNED! I came here for my honemoon. It was quite a drive from the airport. My partner and I always wanted to visit. The place smelled very bad!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-5853675.jpeg,67
Tyler Bailey,June 2016, Very much worth it. Why didn't I find this place sooner? The town was very cute. You can tell the owner really likes bears. The torcher chamber was a bit too much. I want my money back. This place is awesome! NO INDOOR PLUMBING!! I do not regret anything! We had so much fun! But the owner was cool. It was quite a drive from the airport. The owner has the best style. The owner wouldn't let me bring my pet bear. I came here for my honemoon. My partner and I always wanted to visit. BE WARNED! BEST TRIP EVER! But seriously tell all your friends! The place smelled very bad! And I would do it again! The view form the back porch was to die for.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,67
Zach McCain,April 2011, I do not regret anything!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,67
Sam Goldie,June 2013, BEST TRIP EVER! But seriously tell all your friends! I wish I could have stayed longer. The place smelled very bad! I came here for my honemoon. But the owner was cool. The torcher chamber was a bit too much. My partner and I always wanted to visit. NO INDOOR PLUMBING!! I want my money back. We had so much fun! It was quite a drive from the airport. The view form the back porch was to die for. The owner has the best style. And I would do it again! I do not regret anything!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3970387.jpeg,68
Parker Stafford,December 2018, I wish I could have stayed longer. It was quite a drive from the airport. And I would do it again! The view form the back porch was to die for.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,68
Rebecca Wiegel,August 2020, We had so much fun! But the owner was cool. BE WARNED! The torcher chamber was a bit too much. I wish I could have stayed longer. The owner has the best style. The owner wouldn't let me bring my pet bear. I came here for my honemoon. But seriously tell all your friends! BEST TRIP EVER! I do not regret anything! The view form the back porch was to die for. Very much worth it. NO INDOOR PLUMBING!! The town was very cute. You can tell the owner really likes bears. My partner and I always wanted to visit. I want my money back. And I would do it again! It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,68
Zain Padela,October 2009, My partner and I always wanted to visit. Very much worth it. I do not regret anything! But the owner was cool. The town was very cute. The owner wouldn't let me bring my pet bear. NO INDOOR PLUMBING!!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,68
Joe Wnukoski,May 2010, NO INDOOR PLUMBING!! You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1310522.jpeg,68
Michael Wetterauer,June 2012, And I would do it again!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,69
Quentin McMillian,July 2016, The owner wouldn't let me bring my pet bear. I do not regret anything! NO INDOOR PLUMBING!! The torcher chamber was a bit too much. I wish I could have stayed longer. It was quite a drive from the airport. But seriously tell all your friends! And I would do it again! The owner has the best style. We had so much fun! The view form the back porch was to die for. You can tell the owner really likes bears. I came here for my honemoon. BE WARNED! BEST TRIP EVER! Very much worth it. Why didn't I find this place sooner? But the owner was cool. The place smelled very bad! I want my money back. This place is awesome!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,69
Dylan Ring,July 2016, I do not regret anything! I came here for my honemoon. This place is awesome! The owner has the best style. You can tell the owner really likes bears. The view form the back porch was to die for. Why didn't I find this place sooner? BE WARNED!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,69
Rebecca Wiegel,August 2014, The place smelled very bad! I came here for my honemoon. I do not regret anything! BEST TRIP EVER! And I would do it again!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,69
John Campbell,May 2018, We had so much fun! I want my money back. I wish I could have stayed longer. I do not regret anything! You can tell the owner really likes bears. I came here for my honemoon.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-5853675.jpeg,69
Genaro Salinas,April 2011, The place smelled very bad! The owner has the best style. I came here for my honemoon. This place is awesome! And I would do it again! NO INDOOR PLUMBING!! The owner wouldn't let me bring my pet bear. Why didn't I find this place sooner? BEST TRIP EVER! The torcher chamber was a bit too much. But the owner was cool. You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-415829.jpeg,69
Frans Larson,June 2008, We had so much fun! But the owner was cool. The owner wouldn't let me bring my pet bear. You can tell the owner really likes bears. It was quite a drive from the airport. The view form the back porch was to die for. I do not regret anything! And I would do it again! BEST TRIP EVER!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,69
Connor Wilson,August 2020, The town was very cute. The view form the back porch was to die for. And I would do it again! The owner wouldn't let me bring my pet bear. I want my money back. The torcher chamber was a bit too much. BEST TRIP EVER! I came here for my honemoon.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1484810.jpeg,69
Mitch McDermott,December 2009, The town was very cute. Why didn't I find this place sooner? The view form the back porch was to die for. We had so much fun! I do not regret anything! I want my money back. But seriously tell all your friends! BEST TRIP EVER! I wish I could have stayed longer. It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,69
Elene Mikaberidze,August 2019, NO INDOOR PLUMBING!! BE WARNED! This place is awesome! We had so much fun! But the owner was cool. My partner and I always wanted to visit. The torcher chamber was a bit too much. The place smelled very bad! Very much worth it. The view form the back porch was to die for. I came here for my honemoon. The town was very cute.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-2726111.jpeg,69
